Nombre_tipo,Elementos_mod_p,elementos,Media,Varianza,Desviacion tipica,Desviacion media,% del total
Linea de c,4,4639129,0.000000,0.000000,0.000000,0.000000,0.000000
Constante c,4,1130416,0.000000,0.000000,0.000000,0.000000,0.000000
0 en arista y linea de c,4,1867,0.000000,0.000000,0.000000,0.000000,0.000000
