0,1,4,2,1,6,5,3,6,0
0,1,3,3,2,5,4,4,6,0
0,2,2,3,1,6,4,5,5,0
1,0,6,4,5,4,5,3,2,0
1,1,1,1,1,1,1,1,1,71596
1,1,6,3,3,6,6,3,1,299767
1,1,5,4,4,5,5,4,1,295261
1,3,4,3,1,1,6,5,6,303913
1,3,3,4,2,0,5,6,6,359
1,4,2,4,1,1,5,0,5,198
2,0,5,1,3,1,3,6,4,0
2,1,4,1,2,2,3,0,3,145
2,1,3,2,3,1,2,1,3,288667
2,1,0,5,6,5,6,4,3,432
2,2,2,2,2,2,2,2,2,67628
2,2,6,5,5,6,6,5,2,291035
2,5,3,5,2,2,6,1,6,294240
3,0,1,1,4,2,5,5,6,0
3,1,0,1,3,3,5,6,5,196
3,1,6,2,4,2,4,0,5,337
3,1,5,3,5,1,3,1,5,303964
3,2,5,2,3,3,4,1,4,303587
3,2,4,3,4,2,3,2,4,296379
3,3,3,3,3,3,3,3,3,75371
4,0,3,2,6,2,6,5,1,0
4,2,1,2,4,4,6,0,6,151
4,2,0,3,5,3,5,1,6,412
4,2,6,4,6,2,4,2,6,291920
4,3,6,3,4,4,5,2,5,307826
4,3,5,4,5,3,4,3,5,304116
4,4,4,4,4,4,4,4,4,70320
5,0,4,4,2,1,6,6,3,0
5,1,6,1,5,5,2,4,2,299818
5,1,3,4,1,2,6,0,2,373
5,1,2,5,2,1,5,1,2,291095
5,4,0,4,5,5,6,3,6,195
5,4,6,5,6,4,5,4,6,292630
5,5,5,5,5,5,5,5,5,74887
6,0,2,2,1,4,3,3,5,0
6,1,2,1,6,6,4,3,4,295927
6,1,1,2,0,5,3,4,4,312
6,1,4,6,4,1,6,1,4,286759
6,2,0,2,6,6,3,5,3,189
6,2,3,6,3,2,6,2,3,291517
6,6,6,6,6,6,6,6,6,69890
