0,1,34,2,1,36,35,3,36,0
0,1,33,3,2,35,34,4,36,0
0,1,32,4,3,34,33,5,36,0
0,1,31,5,4,33,32,6,36,0
0,1,30,6,5,32,31,7,36,0
0,1,29,7,6,31,30,8,36,0
0,1,28,8,7,30,29,9,36,0
0,1,27,9,8,29,28,10,36,0
0,1,26,10,9,28,27,11,36,0
0,1,25,11,10,27,26,12,36,0
0,1,24,12,11,26,25,13,36,0
0,1,23,13,12,25,24,14,36,0
0,1,22,14,13,24,23,15,36,0
0,1,21,15,14,23,22,16,36,0
0,1,20,16,15,22,21,17,36,0
0,1,19,17,16,21,20,18,36,0
0,1,18,18,17,20,19,19,36,0
0,2,32,3,1,36,34,5,35,0
0,2,31,4,2,35,33,6,35,0
0,2,30,5,3,34,32,7,35,0
0,2,29,6,4,33,31,8,35,0
0,2,28,7,5,32,30,9,35,0
0,2,27,8,6,31,29,10,35,0
0,2,26,9,7,30,28,11,35,0
0,2,25,10,8,29,27,12,35,0
0,2,24,11,9,28,26,13,35,0
0,2,23,12,10,27,25,14,35,0
0,2,22,13,11,26,24,15,35,0
0,2,21,14,12,25,23,16,35,0
0,2,20,15,13,24,22,17,35,0
0,2,19,16,14,23,21,18,35,0
0,2,18,17,15,22,20,19,35,0
0,2,17,18,16,21,19,20,35,0
0,3,30,4,1,36,33,7,34,0
0,3,29,5,2,35,32,8,34,0
0,3,28,6,3,34,31,9,34,0
0,3,27,7,4,33,30,10,34,0
0,3,26,8,5,32,29,11,34,0
0,3,25,9,6,31,28,12,34,0
0,3,24,10,7,30,27,13,34,0
0,3,23,11,8,29,26,14,34,0
0,3,22,12,9,28,25,15,34,0
0,3,21,13,10,27,24,16,34,0
0,3,20,14,11,26,23,17,34,0
0,3,19,15,12,25,22,18,34,0
0,3,18,16,13,24,21,19,34,0
0,3,17,17,14,23,20,20,34,0
0,3,16,18,15,22,19,21,34,0
0,4,28,5,1,36,32,9,33,0
0,4,27,6,2,35,31,10,33,0
0,4,26,7,3,34,30,11,33,0
0,4,25,8,4,33,29,12,33,0
0,4,24,9,5,32,28,13,33,0
0,4,23,10,6,31,27,14,33,0
0,4,22,11,7,30,26,15,33,0
0,4,21,12,8,29,25,16,33,0
0,4,20,13,9,28,24,17,33,0
0,4,19,14,10,27,23,18,33,0
0,4,18,15,11,26,22,19,33,0
0,4,17,16,12,25,21,20,33,0
0,4,16,17,13,24,20,21,33,0
0,4,15,18,14,23,19,22,33,0
0,5,26,6,1,36,31,11,32,0
0,5,25,7,2,35,30,12,32,0
0,5,24,8,3,34,29,13,32,0
