641,311,1103,509,839,2376,-462,-198,-924,-264,-528
1103,509,2027,773,1367,2376,462,198,924,264,528
1069,607,1861,739,1201,5412,-924,-66,-1848,-858,-1716
1217,557,2141,953,1613,5808,-990,-330,-1452,-1188,-1848
1433,113,2819,1367,2687,2024,-308,-638,-440,154,484
1697,641,3083,1367,2423,704,-44,-110,-176,154,220
1741,751,3259,1213,2203,704,44,110,176,-154,-220
1993,673,3709,1597,2917,2882,-484,-154,-682,-616,-946
2027,971,3413,1697,2753,1650,330,330,330,330,330
2069,1409,3191,1607,2267,5610,-594,726,-2046,-462,-1782
2207,887,3593,2141,3461,2244,-440,-110,-1364,154,-176
2273,953,3659,2207,3527,330,66,66,66,66,66
2333,947,4049,2003,3389,2442,-396,-1122,198,-264,462
2467,1873,3391,2137,2731,1826,440,902,-22,440,-22
2473,1153,4783,1483,2803,3542,-616,-154,-1078,-616,-1078
2477,827,4391,2213,3863,2882,484,154,682,616,946
2557,1171,4933,1567,2953,5280,-484,572,-880,-1144,-2200
2579,137,5153,2447,4889,462,0,-132,66,66,198
2579,269,5087,2381,4691,462,0,132,-66,-66,-198
2633,983,5009,1907,3557,4356,-726,-66,-1320,-792,-1452
2647,997,4957,1987,3637,1056,-154,44,-352,-154,-352
2659,1471,4507,1999,3187,4488,-858,-660,-1056,-858,-1056
2659,811,5167,1999,3847,1980,0,-660,660,0,660
2663,683,5237,2069,4049,2508,330,-264,1188,66,660
2683,1693,3739,2617,3607,4950,-990,-990,-990,-990,-990
2683,1693,4597,1759,2749,2574,0,0,858,-858,-858
2729,2069,3851,2267,2927,2442,396,1122,-198,264,-462
2753,1433,4139,2687,4007,3300,286,-440,748,550,1276
2801,1613,4649,2141,3329,1540,154,616,-308,154,-308
2801,953,5309,2141,3989,1056,154,-44,352,154,352
2833,1447,4549,2503,3889,4796,-1078,-682,-2464,-88,-484
2857,547,5431,2593,4903,2376,198,-264,264,594,1056
2909,467,5813,2447,4889,1320,330,330,660,0,0
2927,617,5501,2663,4973,1056,-264,-264,-528,0,0
3041,599,5813,2711,5153,792,132,132,0,264,264
3049,409,5821,2917,5557,4818,572,-418,1430,704,1694
3089,1307,5861,2099,3881,3542,616,154,1078,616,1078
3163,1777,5209,2503,3889,1320,330,330,660,0,0
3163,1117,5869,2503,4549,1980,0,-660,660,0,660
3181,541,5953,3049,5689,660,132,132,132,132,132
3191,881,6029,2663,4973,1056,264,264,528,0,0
3217,907,5857,2887,5197,748,176,308,44,176,44
3299,1847,5741,2309,3761,2772,-374,154,-836,-440,-968
3359,1049,6329,2699,5009,3432,-660,-660,-528,-792,-792
3371,929,6143,3041,5483,902,154,22,286,154,286
3371,599,6473,3041,5813,990,0,-330,330,0,330
3413,1433,5987,2819,4799,3432,660,0,1848,132,792
3413,1433,6779,2027,4007,2376,0,0,792,-792,-792
3461,821,6563,2999,5639,2068,-506,-836,-308,-374,-44
3467,1223,6701,2477,4721,3256,286,682,748,-572,-968
3491,1181,6329,2963,5273,792,132,132,0,264,264
3517,1801,5563,3187,4903,2640,660,1254,132,594,0
3517,2131,5563,2857,4243,1320,0,330,0,-330,-660
3539,1229,5981,3407,5717,660,-132,-132,-132,-132,-132
3623,1973,6197,2699,4349,1980,264,924,-132,0,-660
3671,1361,6113,3539,5849,660,132,132,132,132,132
3671,1031,7103,2879,5519,2178,132,-198,1122,-528,-198
3673,2683,4729,3607,4597,4356,374,836,-1012,1298,836
3673,439,7237,3343,6577,4356,0,-1254,660,594,1848
3673,1693,6577,2749,4729,2772,374,-154,836,440,968
3677,1367,7043,2621,4931,1716,264,-66,1056,-198,132
3767,2381,6473,2447,3833,4422,396,1452,330,-594,-1650
3793,823,7489,3067,6037,4840,-880,-1870,-880,110,1100
3821,521,7583,3359,6659,3036,-660,-1188,-660,-132,396
3821,1511,7253,2699,5009,1848,462,462,924,0,0
3823,1777,6529,3163,5209,3300,660,660,660,660,660
3889,787,7321,3559,6661,2728,-484,-946,-616,110,572
3911,2129,7013,2591,4373,2332,88,352,484,-572,-836
3967,1657,6871,3373,5683,2068,506,836,308,374,44
4003,967,7699,3343,6379,1518,330,528,462,0,-198
4007,2753,5591,3677,4931,3300,594,1320,-396,858,132
4099,139,8191,3967,7927,5346,-924,-2574,198,-396,1254
4111,1801,7873,2659,4969,2750,440,770,770,-220,-550
4111,1801,7411,3121,5431,1386,0,0,-462,462,462
4127,3533,5051,3797,4391,6270,660,2310,-1650,1320,-330
4127,3203,5711,3467,4391,1320,0,-330,660,-330,0
4177,3187,5233,4111,5101,3498,660,1386,-330,924,198
4013,2099,6917,3023,4937,2838,0,-924,990,-66,858
4007,2027,6317,3677,5657,2178,0,-726,726,0,726
4007,1697,7703,2621,4931,1320,330,330,660,0,0
4013,3023,5927,3089,4079,3894,924,1716,66,990,198
4019,1709,6857,3491,5801,2310,-462,0,-1386,0,-462
4643,2003,8669,3257,5897,2596,286,-374,1276,-44,616
4649,2999,6959,3989,5639,2640,66,-594,1320,-528,132
4933,1699,9157,3943,7177,4950,704,-22,770,1364,2090
4649,1151,8807,3989,7487,1056,66,-132,0,330,528
4871,911,9293,4409,8369,5874,-1056,-2706,462,-924,726
4657,2347,7297,4327,6637,1518,110,110,-286,506,506
4871,911,9491,4211,8171,594,0,0,198,-198,-198
4673,2693,8369,2957,4937,2618,616,946,418,484,154
4877,2897,8243,3491,5471,1782,330,0,1122,-132,198
4903,2593,7873,4243,6553,4158,440,-616,1826,110,1166
4721,431,9341,4391,8681,4554,-1122,-1122,-2178,-66,-66
4793,1163,9413,3803,7433,4290,352,-506,550,1012,1870
4937,2297,8501,4013,6653,3564,264,-396,132,1056,1716
4943,3557,7649,3623,5009,1848,396,660,528,0,-264
4943,2633,9497,2699,5009,1980,-330,-330,0,-660,-660
4969,1009,9391,4507,8467,2090,176,-154,-22,704,1034
4993,1693,9679,3607,6907,3828,396,-594,1716,66,1056
4999,379,9817,4801,9421,5148,66,-1320,660,858,2244
5003,1307,9029,4673,8369,1056,132,396,-264,264,0
5009,3359,7121,4547,6197,2200,352,1012,-176,220,-440
5023,2713,7993,4363,6673,3102,374,-286,1034,374,1034
5023,2713,8389,3967,6277,1188,0,0,396,-396,-396
5039,2729,8669,3719,6029,1716,396,726,0,462,132
5051,2411,9539,3203,5843,4290,660,330,2310,-660,-330
5227,2521,10243,2917,5623,1496,176,110,704,-286,-220
5059,769,9811,4597,8887,4092,66,-924,132,990,1980
5059,1429,10009,3739,7369,1254,66,-264,330,132,462
5227,1531,10243,3907,7603,3960,0,-990,0,990,1980
5087,71,10169,5021,10037,1584,88,-308,352,220,616
