2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
5,1,2,0,0,1,1,2,0,1,0
7,0,1,3,2,1,4,3,2,1,3
11,0,2,2,1,1,2,2,2,0,1
13,0,1,0,1,0,0,0,1,2,2
17,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,4,0,0,3
23,0,1,0,0,1,0,0,2,2,1
29,2,0,0,0,1,2,3,2,2,2
31,0,0,0,2,1,5,2,3,2,2
37,0,0,0,0,0,0,2,7,0,3
41,0,1,0,1,1,1,0,1,1,1
43,0,0,1,2,1,0,2,3,0,1
47,1,1,0,1,1,0,1,2,1,0
53,1,1,4,0,1,0,3,2,1,1
59,0,0,0,2,2,0,1,1,3,2
61,0,0,0,1,1,0,0,2,0,1
67,0,0,0,0,2,2,0,1,1,3
71,1,1,1,0,1,1,2,2,0,1
73,1,0,0,4,1,0,3,2,2,0
79,0,1,1,1,3,2,0,0,0,3
83,0,1,2,1,0,2,2,3,1,2
89,1,1,0,2,0,0,3,2,2,1
97,1,1,0,5,1,0,2,0,4,2
101,0,1,3,0,3,1,1,1,0,1
103,0,1,3,0,1,1,0,1,2,3
107,0,3,0,0,1,1,2,0,0,3
109,0,1,1,2,0,2,0,1,0,2
113,0,0,0,0,2,1,1,3,1,1
127,1,0,2,0,2,0,0,4,0,0
131,0,1,1,2,1,0,0,1,0,2
137,0,0,0,0,1,0,0,3,0,3
139,0,1,2,0,0,1,2,2,2,4
149,0,0,0,0,2,2,0,7,4,2
151,0,2,2,3,1,2,1,1,4,5
157,0,0,1,1,1,0,0,4,2,0
163,1,2,2,1,0,1,1,2,1,1
167,2,2,0,0,1,1,0,3,1,0
173,0,1,3,5,1,1,0,1,2,3
179,0,1,1,3,2,3,6,1,1,4
181,1,1,2,0,2,1,0,1,0,1
191,1,1,0,1,2,0,1,0,1,5
193,1,0,1,2,4,2,1,1,2,3
197,2,2,0,2,3,0,2,6,1,2
199,0,0,1,1,4,1,0,0,2,1
211,0,4,1,1,2,2,1,1,3,6
223,0,0,0,1,1,3,0,0,0,0
227,0,3,1,2,1,3,6,2,3,1
229,0,1,0,1,0,1,0,1,0,3
233,0,0,2,0,0,2,0,2,1,2
239,0,0,0,5,2,2,0,1,1,1
241,0,1,0,2,2,1,0,3,1,1
