2,0,0,0,0
3,0,0,0,0
5,0,0,2,6
7,0,0,0,20
11,0,0,0,13
13,0,0,0,7
17,0,0,0,0
19,0,0,0,7
23,0,0,0,7
29,0,0,2,12
31,0,0,0,17
37,0,0,0,12
41,0,0,0,7
43,0,0,0,10
47,0,0,1,7
53,0,0,1,13
59,0,0,0,11
61,0,0,0,5
67,0,0,0,9
71,0,0,1,9
73,0,0,1,12
79,0,0,0,11
83,0,0,0,14
89,0,0,1,11
97,0,0,1,15
101,0,0,0,11
103,0,0,0,12
107,0,0,0,10
109,0,0,0,9
113,0,0,0,9
127,0,0,1,8
131,0,0,0,8
137,0,0,0,7
139,0,0,0,14
149,0,0,0,17
151,0,0,0,21
157,0,0,0,9
163,0,0,1,11
167,0,0,2,8
173,0,0,0,17
179,0,0,0,22
181,0,0,1,8
191,0,0,1,11
193,0,0,1,16
197,0,0,2,18
199,0,0,0,10
211,0,0,0,21
223,0,0,0,5
227,0,0,0,22
229,0,0,0,7
233,0,0,0,9
239,0,0,0,12
241,0,0,0,11
251,0,0,0,10
257,0,0,0,5
263,0,0,1,18
269,0,0,1,8
271,0,0,0,3
277,0,0,1,8
281,0,0,0,11
283,0,0,1,6
293,0,0,1,10
307,0,0,1,9
311,0,0,1,12
313,0,0,0,7
317,0,0,0,7
331,0,0,0,2
337,0,0,0,17
347,0,0,2,10
349,0,0,0,8
353,0,0,0,5
359,0,0,0,18
367,0,0,0,25
373,0,0,0,20
379,0,0,0,5
383,0,0,0,14
389,0,0,0,9
397,0,0,1,18
401,0,0,1,9
409,0,0,0,12
419,0,0,1,12
421,0,0,0,5
431,0,0,0,1
433,0,0,0,14
439,0,0,0,14
443,0,0,0,11
449,0,0,0,8
457,0,0,1,21
461,0,0,0,14
463,0,0,0,10
467,0,0,1,9
479,0,0,1,4
487,0,0,0,12
491,0,0,0,21
499,0,0,0,8
503,0,0,2,13
509,0,0,1,12
521,0,0,0,7
523,0,0,1,21
541,0,0,0,14
547,0,0,0,12
557,0,0,0,5
563,0,0,1,10
569,0,0,1,4
571,0,0,0,19
577,0,0,0,16
587,0,0,2,10
593,0,0,3,12
599,0,0,0,4
601,0,0,1,10
607,0,0,0,19
613,0,0,1,14
617,0,0,0,4
619,0,0,0,13
631,0,0,0,3
641,0,0,0,9
643,0,0,1,12
647,0,0,0,9
653,0,0,0,9
659,0,0,0,8
661,0,0,0,15
673,0,0,1,12
677,0,0,1,24
683,0,0,0,3
691,0,0,2,7
701,0,0,2,11
709,0,0,1,21
719,0,0,1,6
727,0,0,0,26
733,0,0,0,19
739,0,0,0,8
743,0,0,1,9
751,0,0,0,10
757,0,0,0,8
761,0,0,0,12
769,0,0,2,18
773,0,0,1,13
787,0,0,2,12
797,0,0,1,12
809,0,0,0,8
811,0,0,1,16
821,0,0,0,16
823,0,0,1,3
827,0,0,0,6
829,0,0,0,9
839,0,0,1,13
853,0,0,0,7
857,0,0,0,10
859,0,0,0,7
863,0,0,2,6
877,0,0,0,9
881,0,0,1,7
883,0,0,0,9
887,0,0,0,13
907,0,0,1,12
911,0,0,0,9
919,0,0,2,7
929,0,0,0,6
937,0,0,0,5
941,0,0,1,12
947,0,0,2,9
953,0,0,1,14
967,0,0,0,4
971,0,0,0,1
977,0,0,2,9
983,0,0,2,9
991,0,0,0,5
997,0,0,1,9
1009,0,0,0,7
1013,0,0,0,9
1019,0,0,1,21
1021,0,0,0,8
1031,0,0,0,8
1033,0,0,1,15
1039,0,0,0,4
1049,0,0,2,15
1051,0,0,2,17
1061,0,0,0,3
1063,0,0,0,11
1069,0,0,1,14
1087,0,0,0,6
1091,0,0,2,4
1093,0,0,1,12
1097,0,0,1,12
1103,0,0,0,10
1109,0,0,0,7
1117,0,0,0,21
1123,0,0,0,18
1129,0,0,0,12
1151,0,0,0,14
1153,0,0,0,18
1163,0,0,0,5
1171,0,0,1,14
1181,0,0,0,11
1187,0,0,1,8
1193,0,0,2,14
1201,0,0,1,13
1213,0,0,1,9
1217,0,0,2,8
1223,0,0,0,11
1229,0,0,0,13
1231,0,0,0,10
1237,0,0,0,8
1249,0,0,0,14
1259,0,0,0,12
1277,0,0,0,12
1279,0,0,1,12
1283,0,0,1,8
1289,0,0,2,25
1291,0,0,0,3
1297,0,0,2,5
1301,0,0,0,12
1303,0,0,4,19
1307,0,0,1,15
1319,0,0,1,5
1321,0,0,2,17
1327,0,0,0,12
1361,0,0,1,18
1367,0,0,0,10
1373,0,0,2,14
1381,0,0,1,15
1399,0,0,3,11
1409,0,0,0,12
1423,0,0,2,17
1427,0,0,1,17
1429,0,0,1,13
1433,0,0,1,20
1439,0,0,1,15
1447,0,0,0,3
1451,0,0,1,14
1453,0,0,0,9
1459,0,0,0,11
1471,0,0,0,13
1481,0,0,2,6
1483,0,0,1,11
1487,0,0,0,17
1489,0,0,0,9
1493,0,0,2,14
1499,0,0,0,3
1511,0,0,0,13
1523,0,0,1,15
1531,0,0,0,9
1543,0,0,1,7
1549,0,0,0,6
1553,0,0,0,13
1559,0,0,3,6
1567,0,0,1,13
1571,0,0,0,11
1579,0,0,3,20
1583,0,0,0,9
1597,0,0,0,15
1601,0,0,1,12
1607,0,0,1,11
1609,0,0,2,22
1613,0,0,1,19
1619,0,0,0,8
1621,0,0,1,18
1627,0,0,0,11
1637,0,0,2,13
1657,0,0,0,17
1663,0,0,2,18
1667,0,0,0,12
1669,0,0,0,9
1693,0,0,3,9
1697,0,0,0,17
1699,0,0,0,8
1709,0,0,1,10
1721,0,0,0,15
1723,0,0,0,12
1733,0,0,0,11
1741,0,0,0,8
1747,0,0,0,14
1753,0,0,0,14
1759,0,0,0,11
1777,0,0,0,13
1783,0,0,1,19
1787,0,0,0,5
1789,0,0,2,15
1801,0,0,0,5
1811,0,0,0,7
1823,0,0,2,8
1831,0,0,1,18
1847,0,0,1,12
1861,0,0,0,8
1867,0,0,0,17
1871,0,0,1,11
1873,0,0,0,13
1877,0,0,0,3
1879,0,0,0,4
1889,0,0,0,12
1901,0,0,0,22
1907,0,0,2,12
1913,0,0,0,11
1931,0,0,3,19
1933,0,0,1,7
1949,0,0,0,16
1951,0,0,2,13
1973,0,0,1,10
1979,0,0,0,5
1987,0,0,4,16
1993,0,0,2,23
1997,0,0,0,6
1999,0,0,0,9
2003,0,0,1,3
2011,0,0,1,16
2017,0,0,1,19
2027,0,0,1,11
2029,0,0,1,8
2039,0,0,0,5
2053,0,0,0,15
2063,0,0,0,8
2069,0,0,6,8
2081,0,0,1,11
2083,0,0,1,5
2087,0,0,1,16
2089,0,0,0,16
2099,0,0,0,9
2111,0,0,2,11
2113,0,0,0,10
2129,0,0,1,8
2131,0,0,0,11
2137,0,0,2,15
2141,0,0,1,9
2143,0,0,0,12
2153,0,0,1,10
2161,0,0,2,12
2179,0,0,0,13
2203,0,0,1,11
2207,0,0,2,14
2213,0,0,1,11
2221,0,0,2,7
2237,0,0,1,12
2239,0,0,0,16
2243,0,0,1,18
2251,0,0,0,14
2267,0,0,2,10
2269,0,0,0,14
2273,0,0,2,8
2281,0,0,0,17
2287,0,0,1,8
2293,0,0,0,9
2297,0,0,0,15
2309,0,0,1,21
2311,0,0,0,8
2333,0,0,0,17
2339,0,0,1,12
2341,0,0,3,11
2347,0,0,0,10
2351,0,0,1,14
2357,0,0,0,18
2371,0,0,0,11
2377,0,0,1,17
2381,0,0,0,7
2383,0,0,0,10
2389,0,0,0,11
2393,0,0,0,8
2399,0,0,0,9
2411,0,0,1,13
2417,0,0,0,4
2423,0,0,0,12
2437,0,0,1,18
2441,0,0,1,10
2447,0,0,0,8
2459,0,0,3,6
