3466020,5,-1,pares
3467705,5,0,pares
3540687,3,-1,pares
3542154,3,0,pares
3554497,2,-1,pares
3554721,2,0,pares
3558022,3,-1,filas
3640764,2,-1,filas
3641342,5,-1,filas
3649788,3,0,filas
3650947,3,0,matrices
3656055,7,-1,pares
3663117,7,0,pares
3667519,2,0,filas
3668216,2,0,matrices
3671035,11,-1,pares
3672421,11,1,pares
3674029,7,-1,filas
3678018,11,-1,filas
3683939,7,0,filas
3684676,7,0,matrices
3687088,11,0,filas
3687592,11,0,matrices
3689678,5,0,filas
3690871,5,0,matrices
3846316,13,-1,pares
3855810,13,1,pares
3904158,19,-1,pares
3933593,13,-1,filas
3953977,17,-1,pares
3955821,17,2,pares
3960051,17,-1,filas
3967208,13,0,filas
3968170,13,0,matrices
3968620,17,0,filas
3969669,17,0,matrices
3973132,29,-1,pares
3974377,23,-1,pares
3975624,23,2,pares
3978079,23,-1,filas
3984263,23,0,filas
3985012,23,0,matrices
3987405,19,1,pares
3989095,31,-1,pares
3989827,31,1,pares
3991571,31,-1,filas
3997024,31,0,filas
3997775,31,0,matrices
4000785,37,-1,pares
4008791,19,-1,filas
4011321,29,3,pares
4108838,37,3,pares
4117039,29,-1,filas
4132321,37,-1,filas
4144556,19,0,filas
4145771,19,0,matrices
4149539,41,-1,pares
4150991,41,3,pares
4154706,29,1,filas
4169226,37,1,filas
4183998,41,-1,filas
4203060,37,0,matrices
4216890,43,-1,pares
4218644,43,3,pares
4224029,43,-1,filas
4242861,43,0,filas
4245622,43,0,matrices
4249391,29,0,matrices
4249681,47,-1,pares
4256969,47,4,pares
4266617,47,-1,filas
4285691,53,-1,pares
4287409,47,1,filas
4291460,41,1,filas
4313497,53,4,pares
4330491,53,-1,filas
4343332,41,0,matrices
4345567,47,0,matrices
4350372,61,-1,pares
4351276,53,1,filas
4352404,61,3,pares
4354108,59,-1,pares
4355641,61,-1,filas
4376259,59,5,pares
4380539,59,-1,filas
4434942,61,0,filas
4435758,53,0,matrices
4437361,59,2,filas
4440096,67,-1,pares
4441026,61,0,matrices
4441571,67,4,pares
4445377,71,-1,pares
4447560,71,6,pares
4450463,71,-1,filas
4509522,59,1,matrices
4515399,73,-1,pares
4520613,67,-1,filas
4540395,73,5,pares
4543493,73,-1,filas
4541246,67,2,filas
4561033,73,2,filas
4596000,71,4,filas
4601888,67,0,matrices
4606191,79,-1,pares
4608128,79,4,pares
4611467,79,-1,filas
4624495,79,0,filas
4627508,79,0,matrices
4631949,83,-1,pares
4632761,71,1,matrices
4634217,83,4,pares
4637307,89,-1,pares
4638956,89,6,pares
4642229,89,-1,filas
4638149,83,-1,filas
4659694,73,1,matrices
4664371,97,-1,pares
4666155,97,5,pares
4667338,89,3,filas
4668555,97,-1,filas
4691143,97,2,filas
4732996,97,0,matrices
4736296,101,-1,pares
4738184,101,7,pares
4744778,101,-1,filas
4782191,101,3,filas
4816354,101,0,matrices
4817677,83,1,filas
4819881,83,0,matrices
4821272,103,-1,pares
4840248,103,6,pares
4848750,103,-1,filas
4857290,107,-1,pares
4910132,103,3,filas
4960330,107,6,pares
4985028,107,-1,filas
5061482,107,4,filas
5162327,107,0,matrices
5172840,109,-1,pares
5174696,109,6,pares
5180804,109,-1,filas
5210463,109,3,filas
58236869,89,1,matrices
58252015,113,-1,pares
58253018,113,5,pares
58274194,113,-1,filas
58291414,109,1,matrices
58292964,127,-1,pares
58293694,127,7,pares
58306228,113,1,filas
58306882,113,0,matrices
58307900,131,-1,pares
58308622,131,8,pares
58310351,103,1,matrices
58311688,137,-1,pares
58312438,137,9,pares
58313481,131,-1,filas
58321090,127,-1,filas
58326195,137,-1,filas
58372871,131,6,filas
58377156,137,5,filas
58379950,131,1,matrices
58380982,139,-1,pares
58381657,139,6,pares
58384452,137,1,matrices
58385679,149,-1,pares
58387027,139,-1,filas
58393169,149,10,pares
58394373,149,-1,filas
58431447,149,6,filas
58433371,149,1,matrices
58434487,151,-1,pares
58435186,151,8,pares
58437254,151,-1,filas
58463209,127,4,filas
58507621,139,3,filas
58522638,127,2,matrices
58525977,151,6,filas
58527275,151,1,matrices
58533485,163,-1,pares
58536181,163,6,pares
58536737,157,-1,pares
58539373,157,7,pares
58542537,157,-1,filas
58548698,163,-1,filas
58575658,157,2,filas
58592647,163,1,filas
58593443,139,1,matrices
58601765,167,-1,pares
58627435,157,1,matrices
58632150,173,-1,pares
58634548,173,8,pares
58637079,167,9,pares
58639383,163,0,matrices
58643417,179,-1,pares
58639640,173,-1,filas
58657220,167,-1,filas
58670972,179,9,pares
58673734,179,-1,filas
58712128,179,3,filas
58786248,173,7,filas
58788994,173,1,matrices
58795174,181,-1,pares
58798703,181,6,pares
58803371,179,1,matrices
58806530,181,-1,filas
58806927,167,7,filas
58810345,191,-1,pares
58807002,167,2,matrices
58818699,193,-1,pares
58822977,193,10,pares
58827239,193,-1,filas
58830649,191,8,pares
58842771,191,-1,filas
58880937,181,1,filas
58898502,181,0,matrices
58917831,197,-1,pares
58952401,193,7,filas
58954031,193,1,matrices
58955195,191,6,filas
58956184,199,-1,pares
58956238,191,2,matrices
58957182,199,6,pares
58959205,197,10,pares
58960381,211,-1,pares
58961502,199,-1,filas
58976599,199,1,filas
58980896,197,-1,filas
58988634,211,9,pares
58993944,211,-1,filas
59028453,199,0,matrices
59039577,223,-1,pares
59053535,197,6,filas
59054261,197,0,matrices
59059544,227,-1,pares
59060594,227,11,pares
59061333,227,-1,filas
59066737,223,10,pares
59077643,223,-1,filas
59114096,227,8,filas
59126457,227,2,matrices
59128252,229,-1,pares
59129136,229,8,pares
59134281,229,-1,filas
59143542,223,5,filas
59146531,223,0,matrices
59151340,233,-1,pares
59152833,229,2,filas
59154567,233,11,pares
59158222,233,-1,filas
59192212,211,7,filas
59196586,229,0,matrices
59201271,239,-1,pares
59204340,239,10,pares
59207007,239,-1,filas
59211736,211,1,matrices
59214803,241,-1,pares
59215787,241,9,pares
59216782,241,-1,filas
59275196,241,7,filas
59279039,241,3,matrices
59283069,251,-1,pares
59286233,251,13,pares
59289794,251,-1,filas
59291964,233,8,filas
59296864,233,0,matrices
59301328,257,-1,pares
59304135,257,13,pares
59306585,257,-1,filas
59305983,239,7,filas
59311868,239,1,matrices
59325468,263,-1,pares
59328685,263,13,pares
59334781,263,-1,filas
59428541,251,14,filas
59437171,251,2,matrices
59442345,269,-1,pares
59445441,269,13,pares
59451905,269,-1,filas
59456723,257,10,filas
59465094,263,11,filas
59470128,257,2,matrices
59474369,271,-1,pares
59477806,271,9,pares
59480058,263,2,matrices
59481180,271,-1,filas
59483396,277,-1,pares
59486495,277,10,pares
59495388,277,-1,filas
59508809,271,3,filas
59544403,277,3,filas
59564620,271,1,matrices
59565794,277,0,matrices
59569949,283,-1,pares
59573558,283,11,pares
59579372,281,-1,pares
59582763,281,13,pares
59583491,283,-1,filas
59585546,281,-1,filas
59698164,283,7,filas
59701480,283,1,matrices
59704966,293,-1,pares
59712654,293,12,pares
59716201,293,-1,filas
59726627,281,11,filas
59726899,281,4,matrices
59729387,307,-1,pares
59730739,307,14,pares
59734101,307,-1,filas
59842760,293,8,filas
59846168,293,2,matrices
59849921,311,-1,pares
59851750,307,17,filas
59852802,311,15,pares
59853088,307,3,matrices
59860491,311,-1,filas
59872745,313,-1,pares
59875606,269,20,filas
59876900,269,5,matrices
59883079,317,-1,pares
59894515,313,11,pares
59905196,313,-1,filas
59920940,317,12,pares
59927108,317,-1,filas
60039137,311,16,filas
60055945,313,8,filas
60057027,313,0,matrices
60060786,331,-1,pares
60063725,331,12,pares
60065489,331,-1,filas
60074778,311,4,matrices
60082959,317,7,filas
60083882,317,0,matrices
60100810,337,-1,pares
60109232,337,14,pares
60111805,347,-1,pares
60112192,337,-1,filas
60153543,331,6,filas
60155815,331,0,matrices
60159945,349,-1,pares
60163772,349,13,pares
60167165,349,-1,filas
60167923,347,17,pares
60187275,347,-1,filas
60248244,349,5,filas
60249917,349,1,matrices
60254596,353,-1,pares
60251430,337,12,filas
60256997,337,3,matrices
60260331,359,-1,pares
60263818,359,14,pares
60266872,353,18,pares
60268211,353,-1,filas
60267862,359,-1,filas
60361584,353,19,filas
60365794,353,4,matrices
60370537,367,-1,pares
60373985,367,14,pares
60384081,367,-1,filas
60398826,359,11,filas
60411427,359,3,matrices
60416445,373,-1,pares
60420026,373,16,pares
60422197,373,-1,filas
60425502,347,24,filas
60426783,347,5,matrices
60435291,379,-1,pares
60438674,379,14,pares
60442202,379,-1,filas
60526435,367,13,filas
60529739,367,2,matrices
60534007,383,-1,pares
60537443,383,16,pares
60543411,383,-1,filas
60543730,373,19,filas
60547619,373,2,matrices
60551739,389,-1,pares
60555016,389,14,pares
60557344,389,-1,filas
60597282,379,9,filas
60598087,379,4,matrices
60602997,397,-1,pares
60607172,397,16,pares
60609975,397,-1,filas
60692425,383,11,filas
60693879,383,1,matrices
60698052,401,-1,pares
60702643,401,15,pares
60708258,401,-1,filas
60730481,389,16,filas
60731820,389,5,matrices
60735589,409,-1,pares
60738830,409,16,pares
60811229,409,-1,filas
63277753,397,15,filas
63284936,397,2,matrices
63296689,409,15,filas
63298950,409,2,matrices
64238119,401,13,filas
64250571,401,1,matrices
64321058,431,-1,pares
64324100,431,15,pares
64326181,419,-1,pares
64327577,421,-1,pares
64329197,421,16,pares
64332837,419,16,pares
64340055,431,-1,filas
64345568,419,-1,filas
64347896,421,-1,filas
64472974,431,12,filas
64487047,431,2,matrices
64494133,433,-1,pares
64500288,433,15,pares
64514068,433,-1,filas
64569096,419,18,filas
64571706,419,2,matrices
64587154,439,-1,pares
64597490,433,8,filas
64600362,433,0,matrices
64610477,443,-1,pares
64614700,439,13,pares
64630434,443,16,pares
64634459,443,-1,filas
64646080,421,16,filas
64646365,439,-1,filas
64652640,421,3,matrices
64707731,449,-1,pares
64755527,449,18,pares
64771985,449,-1,filas
64821637,439,8,filas
64823944,439,0,matrices
64828419,457,-1,pares
64842651,443,15,filas
64855292,457,18,pares
64857532,443,2,matrices
64861350,457,-1,filas
64862268,461,-1,pares
64875138,461,18,pares
64879727,461,-1,filas
64964864,449,25,filas
64976691,449,4,matrices
65010829,463,-1,pares
65039427,461,22,filas
65041188,463,17,pares
65054600,461,3,matrices
65058423,467,-1,pares
65061480,457,20,filas
65062743,467,19,pares
65070988,463,-1,filas
65062911,457,0,matrices
65070718,467,-1,filas
65118043,479,-1,pares
65206891,479,21,pares
65207101,463,16,filas
65213533,463,3,matrices
65219038,487,-1,pares
65223013,487,15,pares
65225997,487,-1,filas
65227566,479,-1,filas
65284077,467,23,filas
65287052,467,5,matrices
65291751,491,-1,pares
65296518,491,16,pares
65299254,491,-1,filas
65397481,479,26,filas
65399801,479,4,matrices
65401504,487,13,filas
65402543,487,1,matrices
65403784,499,-1,pares
65406381,503,-1,pares
65408039,499,16,pares
65410533,499,-1,filas
65434847,503,17,pares
65442234,503,-1,filas
65509464,491,15,filas
65516200,491,5,matrices
65523295,509,-1,pares
65528038,509,19,pares
65532522,509,-1,filas
65555943,499,11,filas
65576886,499,2,matrices
65583797,521,-1,pares
65588025,521,20,pares
65590598,521,-1,filas
65635416,503,15,filas
65639024,503,1,matrices
65644194,523,-1,pares
65648188,523,18,pares
65653659,523,-1,filas
65686801,509,23,filas
65701272,509,4,matrices
65705821,541,-1,pares
65738068,541,19,pares
65743501,541,-1,filas
65820605,521,21,filas
65829439,521,3,matrices
65834209,547,-1,pares
65838230,547,21,pares
65853149,547,-1,filas
65902822,523,19,filas
65905053,523,6,matrices
65908014,557,-1,pares
65920665,557,22,pares
65924021,557,-1,filas
65947938,541,17,filas
65950195,541,2,matrices
65971920,563,-1,pares
66003160,563,21,pares
66016758,563,-1,filas
66087098,557,27,filas
66103543,557,6,matrices
66112502,569,-1,pares
66132986,569,19,pares
66139992,569,-1,filas
66142655,547,37,filas
66153920,547,9,matrices
66158286,571,-1,pares
66162852,571,17,pares
66164877,571,-1,filas
66205194,563,29,filas
66216291,563,6,matrices
66221935,577,-1,pares
66226987,577,17,pares
66229880,577,-1,filas
66265661,569,14,filas
66270235,569,0,matrices
66274980,587,-1,pares
66279521,587,20,pares
66284242,587,-1,filas
66325700,571,10,filas
66328217,571,1,matrices
66330311,593,-1,pares
66332181,593,19,pares
66334275,593,-1,filas
66371619,577,14,filas
66372359,577,2,matrices
66376869,599,-1,pares
66381787,599,23,pares
66386740,599,-1,filas
66458258,593,21,filas
66476018,593,4,matrices
66480338,601,-1,pares
66484482,601,18,pares
66502270,601,-1,filas
66521210,587,19,filas
66526100,587,1,matrices
66543101,607,-1,pares
66548434,607,21,pares
66552673,607,-1,filas
66635667,601,16,filas
66639926,601,3,matrices
66650814,613,-1,pares
66656872,613,20,pares
66663896,613,-1,filas
